   Vol_A   Vol_B
   0.18   0.86
   0.07   0.98
   0.42   0.64
   0.88   0.15
   0.89   0.14
   0.95   0.01
   0.87   0.17
   0.80   0.17
   0.19   0.83
   0.13   0.82
   0.27   0.71
   0.62   0.44
   0.70   0.36
   0.80   0.23
   0.81   0.18
   0.59   0.32
   0.32   0.76
   0.20   0.87
   0.47   0.51
   0.23   0.80
   0.05   1.04
   0.16   0.82
   0.42   0.56
   0.35   0.60
   0.66   0.42
   0.78   0.21
   0.45   0.57
   0.53   0.43
   0.15   0.84
   0.26   0.70
   0.11   0.89
   0.20   0.83
   0.72   0.21
   0.91   0.12
   0.97   0.04
   0.97   0.09
   0.54   0.43
   0.24   0.78
   0.35   0.72
   0.29   0.74
   0.39   0.74
   0.28   0.71
   0.29   0.70
   0.17   0.83
   0.30   0.75
   0.21   0.85
   0.05   1.00
   0.07   0.92
   0.07   0.85
   0.27   0.74
   0.47   0.55
   0.48   0.49
   0.87   0.11
   1.00   0.00
   1.10   0.00
   0.88   0.02
   0.97   0.13
   0.51   0.50
   0.18   0.90
   0.01   0.93
   0.00   0.99
   0.03   1.02
   0.03   0.99
   0.06   0.96
   0.08   0.98
   0.09   0.98
   0.02   0.99
   0.03   0.98
   0.35   0.57
   0.39   0.50
   0.69   0.36
   0.75   0.14
   1.03   0.01
   0.93   0.01
   0.90   0.12
   0.80   0.26
   0.95   0.07
   0.74   0.28
   0.50   0.42
   0.37   0.57
   0.17   0.77
   0.19   0.88
   0.34   0.66
   0.50   0.50
   0.38   0.61
   0.34   0.63
   0.11   0.86
   0.17   0.85
   0.69   0.31
   0.85   0.13
   0.66   0.30
   0.67   0.25
   0.89   0.10
   1.01   0.08
   0.83   0.24
   0.59   0.43
   0.99   0.06
   0.90   0.09
   0.73   0.23
   0.45   0.55
   0.23   0.83
   0.32   0.69
   0.51   0.49
   0.58   0.34
   0.58   0.41
   0.61   0.36
   0.41   0.62
   0.35   0.71
   0.46   0.58
   0.58   0.40
   0.71   0.27
   0.72   0.34
   0.80   0.17
   0.71   0.25
   0.75   0.24
   0.69   0.21
   0.88   0.11
   0.69   0.24
   0.85   0.11
   0.65   0.26
   0.40   0.50
   0.68   0.24
   0.90   0.14
   0.84   0.13
   0.59   0.48
   0.43   0.51
   0.37   0.55
   0.45   0.48
   0.20   0.80
   0.11   0.92
   0.35   0.56
   0.33   0.70
   0.53   0.46
   0.59   0.33
   0.78   0.20
   0.88   0.11
   0.85   0.12
   0.57   0.46
   0.61   0.44
   0.93   0.12
   0.97   0.08
   0.98   0.04
   0.75   0.09
   0.79   0.23
   0.55   0.52
   0.24   0.78
   0.12   0.86
   0.42   0.66
   0.14   0.86
   0.00   0.97
   0.03   0.93
   0.05   0.94
   0.39   0.64
   0.73   0.24
   0.86   0.20
   1.07   0.00
   1.00   0.07
   0.82   0.20
   0.71   0.22
   0.85   0.17
   0.74   0.22
   0.98   0.01
   0.96   0.04
   0.93   0.15
   0.27   0.79
   0.25   0.67
   0.45   0.53
   0.62   0.30
   0.25   0.77
   0.00   1.04
   0.04   0.96
   0.11   0.95
   0.10   0.94
   0.63   0.45
   0.84   0.20
   0.98   0.03
   1.03   0.02
   1.04   0.04
   0.88   0.10
   0.82   0.13
   0.91   0.17
   0.98   0.08
   0.85   0.23
   0.70   0.30
   0.39   0.65
   0.60   0.39
   0.53   0.44
   0.74   0.24
   0.08   0.85
   0.03   0.91
   0.01   1.03
   0.04   0.90
   0.01   1.00
   0.19   0.89
   0.46   0.57
   0.88   0.13
   0.91   0.02
   0.88   0.06
   0.62   0.37
   0.53   0.48
   0.48   0.50
   0.66   0.32
   0.42   0.53
   0.19   0.75
   0.44   0.59
   0.50   0.47
   0.16   0.92
   0.31   0.64
   0.02   1.00
   0.16   0.89
   0.18   0.75
   0.04   0.98
   0.11   0.96
   0.26   0.74
   0.56   0.46
   0.88   0.20
   0.86   0.17
   0.81   0.15
   0.45   0.63
   0.13   0.90
   0.23   0.87
   0.25   0.79
   0.08   0.93
   0.04   0.92
   0.23   0.81
   0.08   0.85
   0.08   0.95
   0.06   0.93
   0.00   0.96
   0.01   1.09
   0.16   0.82
   0.09   0.92
   0.42   0.53
   0.63   0.36
   0.70   0.22
   0.75   0.21
   0.78   0.18
   0.77   0.26
   0.37   0.61
   0.04   0.95
   0.10   0.81
   0.08   0.84
   0.09   0.98
   0.10   0.94
   0.22   0.78
   0.07   0.91
   0.03   1.06
   0.00   0.97
   0.00   1.02
   0.01   0.99
   0.03   0.95
   0.01   0.99
   0.15   0.90
   0.42   0.54
   0.79   0.23
   0.55   0.44
   0.58   0.39
   0.44   0.59
   0.10   0.91
   0.08   0.88
   0.04   0.96
   0.00   1.03
   0.07   0.86
   0.46   0.43
   0.54   0.43
   0.36   0.63
   0.10   0.86
   0.00   1.03
   0.01   1.01
   0.02   0.98
   0.02   1.02
   0.06   0.91
   0.01   1.01
   0.24   0.78
   0.40   0.61
   0.14   0.83
   0.36   0.71
   0.34   0.68
   0.20   0.83
   0.21   0.77
   0.29   0.84
   0.11   0.87
   0.37   0.60
   0.67   0.32
   0.79   0.28
   0.67   0.34
   0.38   0.60
   0.06   0.96
   0.06   1.01
   0.02   0.96
   0.01   0.98
   0.03   0.98
   0.13   0.91
   0.15   0.82
   0.18   0.79
   0.06   0.95
   0.52   0.52
   0.61   0.51
   0.15   0.77
   0.13   0.89
   0.11   0.86
   0.09   0.87
   0.27   0.67
   0.40   0.59
   0.75   0.27
   0.83   0.19
   0.48   0.52
   0.08   0.91
   0.25   0.77
   0.06   0.99
   0.01   1.00
   0.02   0.98
   0.14   0.80
   0.08   0.86
   0.33   0.69
   0.51   0.54
   0.82   0.25
   0.79   0.18
   0.42   0.55
   0.05   1.02
   0.04   0.93
   0.20   0.70
   0.12   0.84
   0.19   0.81
   0.82   0.27
   0.77   0.21
   0.52   0.43
   0.38   0.65
   0.64   0.32
   0.45   0.47
   0.31   0.78
   0.47   0.55
   0.25   0.78
   0.18   0.80
   0.78   0.24
   0.85   0.15
   0.83   0.02
   1.02   0.03
   0.73   0.28
   0.19   0.83
   0.26   0.70
   0.21   0.83
   0.22   0.73
   0.21   0.80
   0.64   0.32
   0.62   0.35
   0.61   0.34
   0.57   0.48
   1.05   0.02
   0.87   0.19
   0.62   0.42
   0.64   0.37
   0.58   0.44
   0.66   0.29
   1.09   0.02
   0.97   0.00
   0.89   0.02
   0.80   0.07
   0.66   0.29
   0.30   0.63
   0.39   0.60
   0.12   0.87
   0.29   0.64
   0.47   0.46
   0.54   0.45
   0.88   0.18
   1.04   0.05
   0.89   0.11
   0.97   0.02
   0.96   0.10
   0.68   0.33
   0.72   0.23
   0.82   0.19
   0.84   0.23
   0.96   0.02
   0.93   0.01
   1.01   0.01
   0.96   0.06
   0.60   0.47
   0.27   0.71
   0.14   0.85
   0.19   0.80
   0.55   0.45
   0.88   0.22
   0.54   0.46
   0.89   0.06
   0.86   0.12
   0.85   0.24
   0.70   0.32
   0.64   0.22
   0.72   0.25
   0.63   0.34
   0.93   0.11
   0.91   0.04
   0.69   0.28
   0.81   0.20
   0.67   0.28
   0.70   0.25
   0.81   0.18
   0.35   0.62
   0.04   1.00
   0.11   0.88
   0.43   0.63
   0.71   0.26
   0.72   0.27
   0.82   0.04
   0.66   0.35
   0.53   0.42
   0.39   0.51
   0.22   0.77
   0.34   0.67
   0.74   0.23
   0.92   0.09
   0.99   0.01
   0.72   0.30
   0.38   0.53
   0.42   0.58
   0.44   0.59
   0.75   0.22
   0.42   0.61
   0.22   0.83
   0.09   0.93
   0.18   0.81
   0.27   0.74
   0.47   0.53
   0.51   0.47
   0.25   0.68
   0.27   0.71
   0.28   0.74
   0.17   0.83
   0.17   0.80
   0.49   0.50
   0.92   0.06
   1.01   0.00
   1.00   0.03
   0.70   0.30
   0.41   0.60
   0.21   0.74
   0.43   0.58
   0.07   0.89
   0.10   0.92
   0.05   0.97
   0.09   0.89
   0.11   0.84
   0.03   1.03
   0.06   1.01
   0.02   0.99
   0.04   1.00
   0.04   0.95
   0.17   0.79
   0.60   0.39
   0.87   0.12
   0.85   0.11
   0.98   0.00
   0.94   0.00
   0.72   0.26
   0.38   0.76
   0.74   0.31
   0.57   0.39
   0.15   0.87
   0.14   0.82
   0.45   0.58
   0.18   0.78
   0.16   0.86
   0.29   0.64
   0.21   0.82
   0.11   0.85
   0.15   0.91
   0.46   0.50
   0.66   0.41
   0.89   0.16
   0.97   0.03
   0.97   0.02
   1.07   0.00
   0.91   0.21
   0.64   0.39
   0.66   0.35
   0.85   0.12
   0.84   0.15
   0.70   0.31
   0.32   0.67
   0.20   0.76
   0.36   0.54
   0.79   0.21
   0.64   0.34
   0.37   0.60
   0.34   0.62
   0.46   0.53
   0.71   0.23
   0.79   0.14
   0.82   0.22
   0.76   0.18
   0.77   0.23
   0.71   0.33
   0.44   0.53
   0.78   0.17
   0.85   0.13
   0.94   0.04
   0.94   0.03
   0.86   0.18
   0.67   0.29
   0.62   0.43
   0.84   0.17
   0.87   0.21
   0.86   0.13
   0.86   0.11
   0.65   0.35
   0.65   0.41
   0.92   0.13
   0.64   0.40
   0.34   0.57
   0.63   0.34
   0.31   0.71
   0.13   0.95
   0.29   0.68
   0.76   0.26
   0.97   0.06
   0.98   0.11
   0.89   0.10
   0.69   0.34
   0.79   0.22
   0.89   0.02
   0.95   0.01
   0.82   0.21
   0.72   0.29
   0.75   0.22
   0.78   0.21
   0.79   0.20
   0.73   0.33
   0.29   0.65
   0.02   1.01
   0.14   0.89
   0.21   0.73
   0.59   0.39
   0.45   0.51
   0.66   0.31
   0.92   0.07
   0.82   0.18
   0.99   0.09
   0.77   0.14
   0.84   0.10
   1.01   0.06
   0.94   0.14
   0.63   0.34
   0.68   0.35
   0.65   0.36
   0.77   0.21
   0.70   0.21
   0.44   0.59
   0.12   0.81
   0.03   0.91
   0.01   0.87
   0.10   0.96
   0.71   0.29
   0.78   0.23
   0.99   0.03
   1.04   0.01
   0.92   0.11
   0.89   0.11
   0.91   0.09
   0.84   0.15
   0.82   0.09
   0.85   0.12
   0.81   0.15
   0.62   0.43
   0.60   0.36
   0.96   0.03
   0.82   0.13
   0.36   0.64
   0.04   0.96
   0.16   0.84
   0.09   0.91
   0.02   0.97
   0.40   0.61
   0.66   0.37
   0.81   0.17
   0.60   0.36
   0.95   0.10
   0.94   0.02
   0.94   0.04
   0.63   0.26
   0.96   0.07
   0.92   0.06
   0.71   0.26
   0.79   0.20
   0.71   0.30
   0.83   0.10
   0.79   0.14
   0.11   0.85
   0.03   0.94
   0.06   0.96
   0.04   0.97
   0.02   1.00
   0.18   0.86
   0.66   0.44
   0.86   0.18
   0.92   0.14
   0.96   0.14
   0.89   0.16
   0.69   0.29
   0.49   0.52
   0.68   0.38
   0.67   0.26
   0.57   0.35
   0.66   0.47
   0.38   0.60
   0.56   0.40
   0.62   0.36
   0.07   0.96
   0.04   0.97
   0.24   0.81
   0.07   0.98
   0.37   0.69
   0.64   0.33
   0.82   0.20
   0.77   0.18
   0.84   0.18
   0.67   0.39
   0.38   0.53
   0.28   0.69
   0.18   0.77
   0.13   0.80
   0.24   0.70
   0.24   0.79
   0.30   0.74
   0.23   0.74
   0.25   0.68
   0.20   0.70
   0.00   1.03
   0.01   0.99
   0.31   0.68
   0.35   0.67
   0.36   0.61
   0.60   0.40
   0.38   0.53
   0.65   0.37
   0.52   0.55
   0.20   0.86
   0.18   0.83
   0.04   0.97
   0.08   1.04
   0.10   0.89
   0.17   0.71
   0.17   0.87
   0.22   0.69
   0.14   0.83
   0.00   1.04
   0.00   1.05
   0.00   1.01
   0.07   0.96
   0.30   0.81
   0.40   0.58
   0.28   0.74
   0.16   0.90
   0.13   0.85
   0.28   0.69
   0.27   0.82
   0.33   0.71
   0.09   0.98
   0.01   0.96
   0.14   0.86
   0.08   0.98
   0.16   0.94
   0.52   0.42
   0.66   0.35
   0.13   0.87
   0.02   1.01
   0.00   1.00
   0.01   0.97
   0.09   0.91
   0.30   0.69
   0.40   0.66
   0.14   0.86
   0.13   0.86
   0.08   0.87
   0.16   0.95
   0.25   0.74
   0.11   0.82
   0.07   0.97
   0.11   0.89
   0.10   0.84
   0.18   0.82
   0.33   0.70
   0.75   0.31
   0.87   0.13
   0.53   0.49
   0.41   0.62
   0.14   0.84
   0.00   1.05
   0.07   0.97
   0.08   0.91
   0.08   0.92
   0.14   0.85
   0.02   1.01
   0.09   0.90
   0.41   0.59
   0.60   0.34
   0.70   0.30
   0.24   0.64
   0.27   0.79
   0.08   0.96
   0.18   0.86
   0.38   0.64
   0.34   0.65
   0.61   0.37
   0.72   0.21
   0.62   0.34
   0.08   0.82
   0.07   0.86
   0.02   1.00
   0.09   0.89
   0.17   0.84
   0.09   0.94
   0.08   0.83
   0.35   0.69
   0.61   0.41
   0.93   0.14
   0.93   0.07
   0.45   0.42
   0.21   0.74
   0.05   0.88
   0.10   0.84
   0.19   0.84
   0.23   0.78
   0.58   0.44
   0.86   0.11
   0.39   0.60
   0.16   0.78
   0.33   0.66
   0.08   0.92
   0.35   0.67
   0.73   0.32
   0.41   0.59
   0.59   0.49
   1.01   0.02
   0.93   0.10
   0.96   0.05
   0.96   0.08
   0.53   0.46
   0.24   0.70
   0.09   0.81
   0.19   0.79
   0.38   0.66
   0.42   0.57
   0.44   0.54
   0.70   0.25
   0.35   0.61
   0.29   0.75
   0.59   0.40
   0.50   0.52
   0.46   0.45
   0.74   0.17
   0.75   0.29
   0.92   0.07
   1.00   0.00
   0.97   0.02
   0.90   0.07
   0.77   0.19
   0.69   0.23
   0.35   0.65
   0.02   0.93
   0.29   0.74
   0.69   0.33
   0.81   0.22
   0.46   0.53
   0.73   0.26
   0.77   0.26
   0.64   0.32
   0.68   0.29
   0.80   0.22
   0.59   0.40
   0.88   0.09
   0.94   0.04
   0.93   0.02
   0.97   0.02
   1.03   0.01
   1.00   0.04
   0.72   0.19
   0.60   0.40
   0.41   0.67
   0.04   1.01
   0.33   0.64
   0.69   0.30
   0.90   0.17
   0.63   0.39
   0.76   0.22
   0.37   0.63
   0.47   0.56
   0.84   0.19
   0.89   0.15
   0.80   0.21
   0.67   0.35
   0.70   0.31
   0.92   0.03
   0.92   0.09
   1.01   0.01
   0.81   0.17
   0.96   0.03
   0.97   0.05
   0.55   0.42
   0.32   0.71
   0.77   0.21
   0.85   0.11
   0.65   0.30
   0.68   0.34
   0.80   0.20
   0.32   0.70
   0.29   0.71
   0.50   0.48
   0.65   0.34
   0.63   0.27
   0.59   0.35
   0.76   0.22
   0.94   0.00
   1.01   0.02
   0.92   0.09
   0.79   0.27
   0.89   0.18
   1.02   0.03
   0.68   0.31
   0.51   0.45
   0.82   0.17
   0.70   0.29
   0.67   0.32
   0.69   0.35
   0.75   0.27
   0.57   0.41
   0.21   0.68
   0.37   0.68
   0.30   0.64
   0.55   0.49
   0.79   0.13
   0.92   0.03
   1.03   0.00
   1.00   0.01
   0.62   0.27
   0.40   0.57
   0.68   0.35
   0.84   0.18
   0.37   0.62
   0.38   0.63
   0.42   0.57
   0.49   0.54
   0.46   0.59
   0.36   0.61
   0.30   0.68
   0.24   0.69
   0.26   0.82
   0.14   0.87
   0.25   0.70
   0.47   0.50
   0.91   0.12
   0.98   0.00
   0.98   0.01
   0.98   0.02
   0.93   0.14
   0.47   0.48
   0.64   0.37
   0.37   0.69
   0.41   0.65
   0.33   0.62
   0.79   0.23
   0.85   0.22
   0.72   0.25
   0.79   0.21
   0.17   0.82
   0.07   0.96
   0.20   0.79
   0.60   0.44
   0.67   0.26
   0.62   0.34
   0.78   0.16
   0.98   0.01
   0.82   0.22
   0.90   0.13
   0.71   0.26
   0.88   0.16
   0.92   0.04
   0.58   0.45
   0.39   0.51
   0.51   0.48
   0.76   0.26
   0.79   0.17
   0.88   0.14
   0.80   0.23
   0.45   0.53
   0.38   0.59
   0.68   0.28
   0.86   0.20
   0.83   0.13
   0.87   0.14
   0.76   0.28
   0.82   0.29
   0.52   0.48
   0.58   0.43
   0.94   0.08
   0.99   0.04
   0.93   0.06
   0.95   0.05
   0.91   0.06
   0.89   0.07
   0.90   0.07
   1.01   0.09
   0.88   0.12
   0.90   0.09
   0.82   0.19
   0.53   0.43
   0.86   0.13
   0.92   0.01
   0.68   0.27
   0.29   0.76
   0.43   0.55
   0.39   0.60
   0.03   1.00
   0.21   0.85
   0.78   0.19
   0.96   0.01
   1.03   0.04
   0.91   0.11
   1.00   0.08
   0.88   0.08
   1.08   0.00
   0.87   0.09
   0.65   0.32
   0.80   0.24
   0.84   0.12
   1.01   0.05
   0.94   0.01
   1.03   0.03
   0.62   0.35
   0.06   0.98
   0.25   0.78
   0.25   0.63
   0.18   0.83
   0.12   0.87
   0.56   0.43
   0.99   0.08
   1.00   0.01
   1.04   0.01
   0.64   0.26
   0.71   0.21
   0.94   0.02
   0.89   0.13
   0.47   0.46
   0.75   0.24
   0.84   0.08
   1.01   0.01
   0.99   0.05
   0.92   0.04
   0.36   0.65
   0.01   1.01
   0.06   0.94
   0.33   0.66
   0.58   0.46
   0.29   0.66
   0.60   0.40
   0.92   0.11
   0.89   0.11
   0.93   0.08
   0.89   0.22
   0.66   0.33
   0.80   0.22
   0.93   0.11
   0.86   0.10
   0.96   0.05
   1.06   0.02
   1.04   0.00
   0.93   0.02
   0.75   0.30
   0.37   0.68
   0.05   0.95
   0.02   0.83
   0.15   0.91
   0.45   0.50
   0.67   0.26
   0.93   0.11
   0.75   0.30
   0.70   0.24
   0.68   0.26
   0.98   0.06
   0.82   0.26
   0.93   0.09
   0.93   0.02
   0.95   0.02
   0.98   0.00
   0.95   0.08
   0.94   0.12
   0.92   0.09
   0.18   0.85
   0.17   0.91
   0.07   0.88
   0.18   0.83
   0.44   0.61
   0.52   0.44
   0.80   0.25
   0.94   0.09
   0.77   0.31
   0.50   0.41
   0.73   0.31
   0.83   0.17
   0.89   0.16
   0.78   0.26
   0.93   0.14
   0.84   0.09
   0.90   0.09
   0.56   0.43
   0.80   0.19
   0.70   0.28
   0.55   0.43
   0.22   0.74
   0.21   0.73
   0.49   0.53
   0.61   0.34
   0.72   0.15
   0.93   0.07
   0.85   0.23
   0.87   0.17
   0.46   0.57
   0.34   0.71
   0.53   0.41
   0.62   0.36
   0.64   0.33
   0.63   0.37
   0.67   0.40
   0.73   0.30
   0.54   0.43
   0.54   0.44
   0.47   0.49
   0.14   0.79
   0.14   0.85
   0.47   0.56
   0.72   0.23
   0.40   0.66
   0.40   0.50
   0.19   0.79
   0.21   0.70
   0.36   0.61
   0.17   0.90
   0.17   0.79
   0.41   0.57
   0.35   0.58
   0.43   0.58
   0.58   0.33
   0.45   0.51
   0.42   0.58
   0.25   0.62
   0.16   0.89
   0.17   0.79
   0.02   1.01
   0.22   0.79
   0.57   0.35
   0.97   0.09
   0.38   0.60
   0.13   0.93
   0.01   1.00
   0.00   0.98
   0.03   0.99
   0.04   0.87
   0.04   1.02
   0.07   0.94
   0.10   0.88
   0.10   0.87
   0.38   0.67
   0.82   0.18
   0.64   0.30
   0.34   0.71
   0.14   0.93
   0.13   0.84
   0.04   1.00
   0.24   0.78
   0.53   0.56
   0.58   0.40
   0.24   0.74
   0.11   0.84
   0.04   0.89
   0.03   0.99
   0.04   1.05
   0.03   0.96
   0.04   0.88
   0.14   0.81
   0.11   0.83
   0.11   0.88
   0.37   0.61
   0.82   0.19
   0.85   0.18
   0.53   0.50
   0.31   0.68
   0.35   0.72
   0.09   0.96
   0.12   0.89
   0.45   0.54
   0.25   0.72
   0.05   0.98
   0.00   0.97
   0.13   0.73
   0.49   0.48
   0.40   0.59
   0.38   0.66
   0.35   0.56
   0.43   0.57
   0.18   0.86
   0.23   0.74
   0.58   0.36
   0.28   0.66
   0.42   0.57
   0.79   0.19
   0.57   0.34
   0.17   0.82
   0.02   0.96
   0.03   1.02
   0.27   0.70
   0.19   0.76
   0.02   1.02
   0.11   0.89
   0.59   0.30
   0.97   0.09
   0.95   0.04
   0.70   0.26
   0.57   0.41
   0.43   0.54
   0.21   0.77
   0.29   0.76
   0.78   0.25
   0.46   0.51
   0.55   0.45
   0.72   0.21
   0.60   0.41
   0.06   0.98
   0.10   0.88
   0.01   1.07
   0.27   0.75
   0.40   0.59
   0.25   0.79
   0.66   0.42
   0.98   0.05
   0.97   0.06
   0.96   0.04
   0.98   0.08
   0.66   0.35
   0.43   0.49
   0.27   0.74
   0.37   0.63
   0.48   0.50
   0.66   0.39
   0.70   0.32
   0.51   0.51
   0.14   0.77
   0.13   0.91
   0.13   0.90
   0.08   0.95
   0.34   0.75
   0.67   0.25
   0.84   0.17
   0.97   0.14
   0.94   0.01
   0.83   0.13
   0.77   0.12
   0.83   0.16
   0.73   0.23
   0.61   0.36
   0.27   0.78
   0.21   0.82
   0.74   0.28
   0.82   0.21
   0.43   0.63
   0.30   0.71
   0.26   0.69
   0.20   0.83
   0.26   0.77
   0.51   0.48
   0.77   0.24
   0.88   0.15
   0.91   0.03
   1.08   0.02
   0.90   0.05
   0.81   0.21
   0.93   0.12
   0.98   0.05
   0.91   0.06
   0.61   0.38
   0.55   0.40
   0.65   0.46
   0.89   0.16
   0.80   0.28
   0.28   0.69
   0.52   0.53
   0.30   0.69
   0.35   0.57
   0.70   0.39
   0.71   0.31
   0.80   0.24
   0.74   0.25
   0.67   0.34
   1.02   0.01
   1.06   0.01
   1.06   0.04
   0.93   0.04
   0.86   0.13
   1.01   0.04
   0.59   0.32
   0.80   0.14
   1.00   0.11
   0.95   0.07
   0.73   0.25
   0.44   0.50
   0.33   0.75
   0.31   0.67
   0.63   0.36
   0.72   0.36
   0.62   0.33
   0.79   0.19
   0.54   0.45
   0.71   0.32
   0.86   0.06
   0.95   0.03
   0.93   0.01
   0.95   0.10
   0.87   0.13
   0.91   0.11
   0.45   0.44
   0.77   0.22
   1.08   0.02
   1.07   0.00
   0.93   0.02
   0.64   0.36
   0.73   0.28
   0.74   0.31
   0.59   0.50
   0.54   0.43
   0.56   0.47
   0.70   0.22
   0.94   0.11
   1.00   0.06
   0.97   0.04
   0.94   0.03
   0.78   0.20
   0.45   0.50
   0.53   0.49
   0.65   0.37
   0.34   0.65
   0.44   0.51
   0.60   0.43
   0.91   0.13
   0.81   0.17
   0.50   0.45
   0.36   0.62
   0.36   0.57
   0.20   0.85
   0.47   0.63
   0.52   0.41
   0.11   0.88
   0.65   0.41
   0.86   0.02
   1.07   0.03
   0.99   0.00
   0.94   0.02
   0.75   0.26
   0.60   0.40
   0.18   0.79
   0.43   0.44
   0.76   0.27
   0.84   0.10
   1.02   0.00
   1.01   0.03
   0.85   0.13
   0.30   0.75
   0.15   0.88
   0.37   0.73
   0.70   0.32
   0.69   0.26
   0.53   0.46
   0.65   0.37
   0.78   0.22
   0.54   0.33
   0.92   0.11
   0.72   0.23
   0.67   0.26
   0.68   0.30
   0.63   0.37
   0.52   0.45
   0.81   0.24
   0.93   0.09
   0.99   0.06
   0.87   0.11
   0.69   0.26
   0.82   0.11
   0.50   0.52
   0.79   0.16
   0.83   0.12
   0.89   0.07
   0.75   0.24
   0.36   0.64
   0.44   0.69
   0.26   0.73
   0.43   0.49
   0.22   0.79
   0.40   0.55
   0.72   0.21
   0.91   0.05
   0.83   0.19
   0.85   0.11
   0.95   0.09
   0.86   0.12
   0.93   0.04
   0.86   0.11
   1.05   0.02
   0.79   0.21
   0.93   0.09
   0.82   0.13
   0.62   0.32
   0.25   0.65
   0.34   0.68
   0.22   0.74
   0.02   0.97
   0.14   0.83
   0.36   0.66
   0.84   0.25
   0.91   0.16
   1.00   0.01
   0.94   0.03
   1.00   0.03
   0.98   0.01
   0.88   0.03
   0.97   0.07
   1.05   0.04
   0.88   0.16
   0.90   0.13
   0.94   0.02
   0.89   0.09
   0.51   0.49
   0.03   0.96
   0.20   0.82
   0.07   0.93
   0.07   0.87
   0.09   0.97
   0.31   0.74
   0.77   0.23
   0.78   0.19
   1.04   0.01
   1.03   0.00
   0.97   0.04
   0.96   0.02
   1.06   0.01
   0.87   0.24
   0.98   0.06
   0.85   0.11
   0.90   0.08
   0.95   0.08
   0.84   0.19
   0.20   0.76
   0.05   0.96
   0.04   0.89
   0.15   0.89
   0.20   0.76
   0.21   0.83
   0.47   0.51
   0.67   0.27
   0.45   0.54
   0.80   0.19
   0.93   0.10
   0.88   0.11
   1.01   0.07
   0.97   0.07
   0.77   0.20
   0.92   0.08
   0.96   0.01
   0.90   0.14
   0.72   0.25
   0.82   0.19
   0.47   0.53
   0.12   0.92
   0.01   1.04
   0.15   0.89
   0.30   0.62
   0.39   0.59
   0.66   0.40
   0.67   0.31
   0.42   0.59
   0.71   0.32
   0.96   0.06
   0.89   0.12
   0.95   0.03
   0.93   0.12
   0.80   0.22
   1.02   0.03
   0.96   0.06
   0.89   0.10
   0.88   0.09
   0.74   0.25
   0.38   0.61
   0.15   0.85
   0.21   0.81
   0.45   0.61
   0.42   0.61
   0.38   0.59
   0.46   0.50
   0.58   0.41
   0.32   0.63
   0.49   0.45
   0.77   0.18
   0.83   0.15
   0.90   0.14
   0.94   0.08
   0.84   0.28
   0.66   0.27
   0.77   0.26
   0.93   0.10
   0.92   0.12
   0.57   0.36
   0.55   0.42
   0.28   0.71
   0.35   0.67
   0.66   0.36
   0.80   0.30
   0.51   0.47
   0.51   0.53
   0.57   0.43
   0.11   0.90
   0.30   0.63
   0.50   0.48
   0.79   0.19
   0.88   0.09
   0.93   0.06
   0.80   0.21
   0.67   0.35
   0.73   0.15
   0.86   0.13
   0.67   0.32
   0.33   0.64
   0.39   0.54
   0.70   0.29
   0.83   0.19
   0.35   0.64
   0.36   0.60
   0.34   0.60
   0.12   0.86
   0.04   0.87
   0.08   0.94
   0.25   0.77
   0.56   0.47
   0.69   0.30
   0.83   0.19
   1.01   0.01
   0.85   0.13
   0.82   0.23
   0.87   0.15
   0.80   0.28
   0.57   0.45
   0.37   0.61
   0.67   0.31
   0.97   0.08
   0.86   0.06
   0.28   0.74
   0.04   0.99
   0.09   0.88
   0.08   0.95
   0.04   0.89
   0.16   0.85
   0.09   0.91
   0.24   0.79
   0.31   0.58
   0.56   0.45
   0.88   0.05
   0.88   0.19
   0.77   0.25
   0.78   0.17
   0.82   0.20
   0.73   0.33
   0.26   0.77
   0.57   0.36
   0.83   0.22
   0.63   0.40
   0.27   0.71
   0.01   1.04
   0.21   0.76
   0.20   0.83
   0.02   0.90
   0.01   0.93
   0.13   0.91
   0.31   0.70
   0.53   0.48
   0.67   0.27
   0.80   0.19
   1.03   0.05
   1.05   0.01
   0.84   0.11
   0.67   0.28
   0.59   0.40
   0.13   0.90
   0.24   0.74
   0.55   0.37
   0.60   0.43
   0.14   0.92
   0.04   0.93
   0.24   0.74
   0.51   0.56
   0.55   0.46
   0.17   0.86
   0.21   0.80
   0.31   0.63
   0.46   0.40
   0.57   0.29
   0.81   0.21
   0.86   0.11
   0.77   0.22
   0.90   0.05
   0.63   0.35
   0.24   0.76
   0.23   0.78
   0.09   0.91
   0.09   0.93
   0.29   0.75
   0.26   0.85
   0.42   0.57
   0.74   0.26
   0.92   0.07
   0.84   0.16
   0.64   0.34
   0.61   0.33
   0.55   0.46
   0.73   0.33
   0.75   0.31
   0.92   0.09
   0.90   0.18
   0.93   0.15
   0.91   0.10
   0.43   0.52
   0.21   0.80
   0.11   0.86
   0.02   0.97
   0.13   0.94
   0.17   0.79
   0.41   0.62
   0.73   0.28
   0.84   0.11
   0.98   0.01
   1.02   0.03
   1.02   0.06
   0.93   0.12
   0.84   0.10
   0.80   0.15
   0.62   0.38
   0.66   0.27
   0.87   0.12
   0.82   0.26
   0.33   0.63
   0.10   0.85
   0.24   0.77
   0.07   0.95
   0.14   0.94
   0.23   0.80
   0.39   0.58
   0.84   0.16
   0.85   0.14
