   Vol_A   Vol_B
   0.42   0.54
   0.54   0.45
   0.85   0.08
   0.93   0.02
   0.79   0.25
   0.54   0.41
   0.68   0.29
   0.77   0.17
   0.42   0.61
   0.11   0.90
   0.28   0.68
   0.64   0.35
   0.92   0.02
   1.08   0.00
   0.99   0.01
   1.01   0.00
   1.03   0.00
   0.92   0.00
   0.88   0.03
   0.61   0.42
   0.40   0.56
   0.43   0.58
   0.59   0.42
   0.49   0.55
   0.25   0.74
   0.08   0.93
   0.23   0.75
   0.30   0.69
   0.03   1.00
   0.01   1.00
   0.07   0.88
   0.33   0.71
   0.92   0.13
   0.78   0.23
   0.83   0.19
   0.96   0.01
   1.04   0.00
   0.98   0.00
   1.06   0.00
   0.87   0.16
   0.49   0.51
   0.06   0.98
   0.10   0.83
   0.10   0.87
   0.15   0.86
   0.10   0.91
   0.16   0.92
   0.18   0.80
   0.02   1.02
   0.01   0.94
   0.00   1.03
   0.01   0.97
   0.05   0.89
   0.32   0.77
   0.73   0.26
   0.72   0.29
   0.80   0.14
   0.98   0.00
   0.91   0.01
   0.88   0.05
   0.49   0.54
   0.17   0.88
   0.10   0.94
   0.04   0.98
   0.00   1.01
   0.02   1.01
   0.08   0.96
   0.08   0.93
   0.00   1.01
   0.00   0.97
   0.00   1.10
   0.06   0.88
   0.07   1.00
   0.17   0.96
   0.62   0.34
   0.80   0.17
   1.00   0.03
   1.00   0.00
   1.01   0.01
   0.75   0.17
   0.46   0.63
   0.09   1.01
   0.00   0.99
   0.02   0.88
   0.09   0.91
   0.00   1.03
   0.00   1.06
   0.00   0.99
   0.00   1.04
   0.00   1.02
   0.03   0.99
   0.66   0.33
   0.76   0.32
   0.36   0.73
   0.51   0.54
   0.94   0.11
   0.97   0.01
   1.03   0.02
   0.93   0.05
   0.43   0.61
   0.05   0.96
   0.05   0.96
   0.10   0.91
   0.12   0.93
   0.10   0.94
   0.00   1.00
   0.00   0.99
   0.00   0.91
   0.02   1.04
   0.01   0.96
   0.28   0.72
   0.94   0.05
   0.94   0.04
   0.67   0.34
   0.39   0.62
   0.86   0.09
   0.87   0.03
   0.78   0.22
   0.35   0.60
   0.09   0.99
   0.42   0.58
   0.64   0.28
   0.76   0.21
   0.79   0.25
   0.27   0.73
   0.12   0.84
   0.17   0.83
   0.11   0.85
   0.04   1.04
   0.02   0.94
   0.11   0.82
   0.54   0.45
   0.35   0.69
   0.41   0.56
   0.30   0.68
   0.81   0.08
   0.80   0.17
   0.45   0.52
   0.14   0.86
   0.43   0.60
   0.93   0.13
   1.00   0.00
   1.02   0.00
   1.01   0.04
   0.64   0.34
   0.52   0.50
   0.71   0.21
   0.17   0.81
   0.05   1.06
   0.11   0.85
   0.14   0.87
   0.18   0.88
   0.06   0.91
   0.32   0.67
   0.58   0.39
   0.74   0.26
   0.58   0.36
   0.22   0.74
   0.25   0.84
   0.85   0.18
   0.99   0.00
   1.02   0.00
   1.04   0.00
   0.90   0.05
   0.65   0.36
   0.65   0.36
   0.61   0.39
   0.22   0.79
   0.18   0.78
   0.62   0.36
   0.80   0.19
   0.63   0.38
   0.18   0.78
   0.47   0.50
   0.62   0.39
   0.61   0.45
   0.26   0.78
   0.19   0.83
   0.47   0.51
   0.96   0.03
   1.05   0.00
   1.11   0.00
   0.96   0.00
   0.68   0.29
   0.33   0.67
   0.40   0.66
   0.20   0.74
   0.21   0.81
   0.86   0.14
   1.00   0.05
   0.96   0.03
   0.61   0.42
   0.32   0.72
   0.49   0.48
   0.49   0.42
   0.15   0.80
   0.05   0.95
   0.37   0.58
   0.67   0.33
   0.77   0.21
   0.99   0.02
   1.02   0.00
   0.94   0.00
   0.20   0.77
   0.04   0.91
   0.11   0.85
   0.09   0.99
   0.60   0.41
   0.92   0.04
   0.98   0.01
   0.90   0.05
   0.39   0.60
   0.15   0.82
   0.29   0.66
   0.17   0.83
   0.02   1.00
   0.03   1.06
   0.12   0.94
   0.28   0.70
   0.47   0.47
   0.93   0.14
   1.03   0.00
   0.99   0.03
   0.34   0.60
   0.21   0.78
   0.00   1.05
   0.16   0.92
   0.69   0.30
   0.54   0.50
   0.84   0.23
   0.90   0.05
   0.53   0.51
   0.21   0.78
   0.21   0.88
   0.16   0.76
   0.03   1.04
   0.02   0.91
   0.07   0.94
   0.01   0.90
   0.12   0.85
   0.57   0.40
   0.78   0.23
   0.59   0.49
   0.21   0.77
   0.04   0.87
   0.00   1.03
   0.07   0.90
   0.20   0.77
   0.02   0.96
   0.15   0.81
   0.39   0.64
   0.70   0.28
   0.81   0.24
   0.68   0.33
   0.29   0.71
   0.07   0.93
   0.01   1.04
   0.02   0.99
   0.00   0.93
   0.02   0.92
   0.36   0.63
   0.32   0.70
   0.03   0.98
   0.00   0.99
   0.00   0.95
   0.00   1.08
   0.00   1.07
   0.00   1.00
   0.20   0.77
   0.19   0.83
   0.25   0.82
   0.41   0.55
   0.68   0.34
   0.92   0.09
   0.59   0.44
   0.18   0.76
   0.09   0.90
   0.13   0.88
   0.06   0.94
   0.00   1.06
   0.03   0.94
   0.09   0.94
   0.10   0.94
   0.17   0.89
   0.14   0.86
   0.14   0.91
   0.12   0.90
   0.14   0.84
   0.61   0.34
   0.77   0.23
   0.65   0.41
   0.65   0.36
   0.87   0.13
   0.76   0.21
   0.34   0.69
   0.21   0.80
   0.57   0.43
   0.80   0.22
   0.23   0.79
   0.00   1.01
   0.03   0.92
   0.12   0.83
   0.10   0.97
   0.31   0.66
   0.58   0.38
   0.67   0.30
   0.43   0.53
   0.59   0.41
   0.94   0.04
   0.91   0.10
   0.69   0.27
   0.71   0.17
   1.01   0.01
   0.80   0.18
   0.23   0.82
   0.18   0.83
   0.63   0.40
   0.95   0.08
   0.30   0.75
   0.09   0.91
   0.04   0.93
   0.02   0.99
   0.12   0.85
   0.55   0.42
   0.75   0.21
   0.84   0.08
   0.81   0.08
   0.94   0.01
   0.90   0.11
   0.78   0.22
   0.54   0.46
   0.55   0.37
   0.98   0.05
   1.00   0.03
   0.84   0.19
   0.80   0.18
   0.94   0.04
   0.98   0.05
   0.67   0.32
   0.69   0.32
   0.57   0.46
   0.51   0.52
   0.40   0.62
   0.69   0.30
   0.90   0.12
   0.90   0.12
   0.98   0.01
   1.03   0.00
   0.86   0.18
   0.70   0.27
   0.53   0.43
   0.38   0.50
   0.79   0.17
   1.05   0.01
   0.95   0.02
   1.03   0.01
   1.06   0.00
   1.06   0.01
   0.95   0.05
   0.92   0.05
   0.92   0.07
   0.92   0.07
   0.91   0.05
   0.89   0.06
   0.97   0.02
   0.78   0.14
   0.95   0.06
   0.91   0.00
   1.01   0.01
   0.87   0.10
   0.42   0.54
   0.27   0.75
   0.45   0.60
   1.01   0.04
   0.95   0.08
   0.92   0.02
   1.06   0.00
   1.04   0.00
   1.06   0.00
   0.98   0.00
   0.95   0.14
   0.90   0.09
   1.06   0.00
   0.92   0.01
   0.62   0.38
   0.45   0.47
   0.84   0.18
   1.00   0.02
   0.86   0.14
   0.47   0.45
   0.20   0.83
   0.21   0.88
   0.51   0.52
   0.95   0.06
   0.97   0.00
   1.00   0.01
   0.98   0.00
   0.99   0.00
   1.00   0.00
   1.02   0.01
   0.91   0.14
   0.90   0.16
   0.99   0.00
   0.90   0.01
   0.76   0.23
   0.56   0.47
   0.93   0.08
   1.01   0.01
   0.82   0.22
   0.10   0.92
   0.04   0.94
   0.34   0.68
   0.60   0.41
   0.97   0.06
   0.97   0.01
   1.03   0.00
   1.01   0.00
   1.03   0.00
   1.08   0.01
   0.72   0.18
   0.67   0.29
   0.83   0.16
   0.89   0.08
   0.76   0.28
   0.56   0.49
   0.26   0.76
   0.49   0.48
   0.78   0.17
   0.24   0.70
   0.07   0.96
   0.00   1.03
   0.05   0.99
   0.53   0.43
   0.83   0.12
   0.92   0.07
   0.91   0.11
   0.97   0.10
   0.97   0.03
   0.88   0.01
   0.89   0.10
   0.52   0.45
   0.41   0.57
   0.35   0.67
   0.16   0.87
   0.12   0.86
   0.03   0.95
   0.10   0.92
   0.34   0.65
   0.01   1.00
   0.00   1.04
   0.00   1.02
   0.00   1.04
   0.01   1.02
   0.13   0.96
   0.58   0.44
   0.36   0.58
   0.44   0.51
   0.81   0.19
   0.81   0.18
   0.92   0.13
   0.81   0.13
   0.54   0.45
   0.41   0.59
   0.07   0.92
   0.00   1.00
   0.10   0.92
   0.09   0.91
   0.00   0.95
   0.00   1.01
   0.00   1.03
   0.01   0.98
   0.12   0.88
   0.31   0.71
   0.14   0.86
   0.21   0.82
   0.49   0.45
   0.89   0.13
   0.90   0.10
   0.69   0.24
   0.52   0.57
   0.41   0.55
   0.28   0.70
   0.30   0.69
   0.16   0.81
   0.02   1.03
   0.00   1.00
   0.00   0.94
   0.00   1.02
   0.13   0.97
   0.16   0.96
   0.31   0.63
   0.84   0.17
   0.67   0.36
   0.25   0.73
   0.42   0.59
   0.80   0.14
   0.91   0.08
   0.82   0.16
   0.51   0.48
   0.31   0.82
   0.03   0.95
   0.10   0.88
   0.09   0.95
   0.15   0.87
   0.11   0.76
   0.07   0.87
   0.07   0.95
   0.04   0.93
   0.47   0.55
   0.35   0.57
   0.65   0.43
   0.92   0.07
   0.70   0.27
   0.36   0.64
   0.30   0.70
   0.78   0.16
   0.90   0.08
   0.68   0.38
   0.26   0.75
   0.07   0.91
   0.31   0.65
   0.61   0.36
   0.58   0.43
   0.57   0.39
   0.50   0.56
   0.75   0.27
   0.51   0.55
   0.49   0.54
   0.51   0.51
   0.59   0.43
   0.53   0.44
   0.65   0.33
   0.18   0.83
   0.15   0.88
   0.23   0.72
   0.84   0.18
   0.90   0.13
   0.44   0.50
   0.11   0.84
   0.22   0.73
   0.85   0.14
   0.98   0.02
   0.97   0.07
   0.97   0.05
   0.86   0.16
   1.03   0.04
   0.69   0.32
   0.52   0.50
   0.40   0.62
   0.79   0.24
   0.38   0.58
   0.04   1.02
   0.04   0.95
   0.17   0.88
   0.32   0.63
   0.47   0.58
   0.87   0.14
   0.78   0.27
   0.46   0.55
   0.86   0.18
   0.87   0.08
   0.89   0.07
   0.91   0.00
   1.00   0.04
   0.86   0.13
   0.96   0.13
   0.46   0.53
   0.12   0.96
   0.44   0.58
   0.90   0.11
   0.89   0.15
   0.36   0.56
   0.12   0.89
   0.27   0.73
   0.26   0.82
   0.17   0.87
   0.50   0.54
   0.30   0.61
   0.63   0.29
   0.97   0.05
   0.94   0.04
   0.89   0.05
   0.95   0.02
   0.65   0.21
   0.65   0.46
   0.35   0.67
   0.21   0.79
   0.08   0.99
   0.74   0.27
   0.95   0.15
   1.00   0.00
   0.76   0.28
   0.50   0.52
   0.32   0.69
   0.10   0.89
   0.01   1.03
   0.02   1.01
   0.02   1.02
   0.28   0.79
   0.69   0.30
   0.92   0.05
   1.11   0.00
   0.99   0.03
   0.44   0.46
   0.05   1.01
   0.01   1.09
   0.01   1.07
   0.34   0.61
   0.81   0.16
   0.89   0.04
   1.09   0.00
   0.83   0.20
   0.48   0.47
   0.34   0.66
   0.13   0.97
   0.00   0.99
   0.00   0.95
   0.01   1.07
   0.11   0.90
   0.25   0.70
   0.77   0.22
   1.01   0.02
   0.96   0.08
   0.42   0.54
   0.05   0.94
   0.00   1.03
   0.02   0.92
   0.32   0.69
   0.74   0.32
   0.93   0.09
   1.02   0.03
   0.63   0.38
   0.18   0.76
   0.47   0.61
   0.58   0.47
   0.29   0.76
   0.00   0.99
   0.01   1.09
   0.00   0.90
   0.03   0.94
   0.58   0.35
   0.87   0.18
   0.52   0.54
   0.12   0.84
   0.01   0.94
   0.00   0.96
   0.03   0.93
   0.17   0.85
   0.17   0.89
   0.44   0.54
   0.70   0.30
   0.62   0.33
   0.31   0.74
   0.54   0.45
   0.88   0.06
   0.82   0.23
   0.12   0.87
   0.06   0.95
   0.00   1.00
   0.04   0.98
   0.36   0.57
   0.66   0.37
   0.14   0.96
   0.00   1.04
   0.00   1.03
   0.00   1.00
   0.00   0.95
   0.01   0.98
   0.20   0.77
   0.48   0.49
   0.38   0.65
   0.35   0.65
   0.34   0.69
   0.76   0.24
   1.02   0.03
   0.73   0.26
   0.63   0.39
   0.54   0.46
   0.11   0.77
   0.07   0.93
   0.33   0.69
   0.50   0.50
   0.14   0.86
   0.01   0.92
   0.01   1.07
   0.02   1.02
   0.06   0.92
   0.11   0.85
   0.70   0.33
   0.74   0.23
   0.80   0.14
   0.52   0.46
   0.66   0.37
   0.88   0.18
   0.92   0.11
   0.85   0.22
   0.72   0.16
   0.86   0.12
   0.42   0.53
   0.07   0.94
   0.27   0.75
   0.17   0.87
   0.17   0.99
   0.15   0.90
   0.10   0.91
   0.21   0.81
   0.34   0.68
   0.58   0.31
   1.01   0.04
   1.02   0.00
   0.95   0.01
   1.09   0.01
   0.91   0.04
   0.85   0.11
   0.87   0.12
   0.77   0.18
   0.91   0.10
   0.98   0.03
   0.59   0.33
   0.22   0.82
   0.12   0.87
   0.16   0.74
   0.19   0.81
   0.21   0.71
   0.21   0.75
   0.55   0.44
   0.88   0.12
   0.90   0.06
   1.00   0.05
   0.92   0.02
   1.03   0.04
   0.94   0.07
   0.86   0.13
   0.90   0.01
   1.02   0.00
   1.09   0.01
   1.02   0.00
   1.03   0.00
   0.98   0.09
   0.72   0.30
   0.79   0.23
   0.75   0.29
   0.67   0.47
   0.48   0.47
   0.65   0.35
   0.73   0.27
   1.01   0.03
   0.95   0.00
   0.94   0.08
   0.87   0.10
   0.67   0.28
   0.46   0.58
   0.60   0.32
   0.99   0.03
   1.05   0.00
   0.90   0.16
   0.86   0.08
   0.99   0.00
   1.04   0.00
   1.15   0.00
   0.92   0.02
   0.87   0.11
   0.93   0.11
   0.88   0.12
   0.80   0.24
   0.73   0.33
   0.82   0.11
   0.97   0.00
   0.95   0.01
   0.90   0.06
   0.32   0.63
   0.15   0.86
   0.36   0.59
   0.92   0.07
   0.95   0.03
   0.55   0.45
   0.87   0.06
   1.13   0.00
   1.05   0.00
   1.02   0.00
   0.94   0.00
   1.02   0.00
   1.02   0.00
   1.01   0.03
   0.65   0.28
   0.24   0.76
   0.45   0.58
   0.94   0.09
   0.94   0.09
   0.50   0.51
   0.19   0.66
   0.02   0.99
   0.06   0.95
   0.71   0.34
   0.87   0.16
   0.89   0.15
   1.02   0.03
   1.02   0.01
   0.88   0.00
   0.92   0.00
   1.01   0.00
   0.98   0.00
   1.00   0.02
   0.93   0.02
   0.69   0.30
   0.22   0.76
   0.46   0.56
   0.96   0.10
   0.90   0.12
   0.39   0.73
   0.20   0.78
   0.02   1.15
   0.05   0.92
   0.78   0.18
   1.01   0.04
   0.95   0.04
   0.91   0.05
   0.88   0.07
   0.85   0.12
   0.80   0.14
   0.88   0.08
   1.05   0.01
   0.81   0.13
   0.49   0.44
   0.35   0.68
   0.08   0.89
   0.48   0.46
   0.89   0.08
   0.56   0.45
   0.05   1.06
   0.01   0.97
   0.00   0.91
   0.08   0.94
   0.67   0.32
   0.84   0.09
   0.71   0.23
   0.63   0.38
   0.61   0.43
   0.66   0.25
   0.96   0.06
   0.93   0.09
   0.79   0.14
   0.51   0.47
   0.11   0.91
   0.11   0.84
   0.03   1.03
   0.07   0.96
   0.32   0.66
   0.00   1.06
   0.00   1.00
   0.00   1.07
   0.00   0.95
   0.00   1.05
   0.02   0.93
   0.14   0.80
   0.05   0.89
   0.20   0.84
   0.38   0.57
   0.48   0.47
   0.83   0.14
   0.94   0.03
   0.88   0.11
   0.59   0.36
   0.04   0.97
   0.00   1.03
   0.08   1.03
   0.05   0.98
   0.00   0.97
   0.00   1.01
   0.00   1.02
   0.00   0.98
   0.02   0.97
   0.10   0.97
   0.02   1.04
   0.03   1.07
   0.17   0.85
   0.83   0.16
   0.71   0.28
   0.36   0.60
   0.30   0.62
   0.50   0.53
   0.53   0.48
   0.64   0.21
   0.15   0.86
   0.01   0.91
   0.00   1.01
   0.00   1.00
   0.00   1.03
   0.21   0.82
   0.20   0.82
   0.48   0.45
   0.65   0.30
   0.33   0.61
   0.05   0.96
   0.16   0.79
   0.53   0.49
   0.74   0.31
   0.59   0.37
   0.11   0.92
   0.07   0.96
   0.04   0.94
   0.09   0.87
   0.65   0.34
   0.39   0.63
   0.30   0.73
   0.24   0.83
   0.12   0.79
   0.17   0.84
   0.77   0.26
   0.70   0.26
   0.90   0.12
   0.61   0.34
   0.58   0.54
   0.18   0.94
   0.15   0.86
   0.27   0.74
   0.47   0.49
   0.51   0.47
   0.03   0.93
   0.01   1.04
   0.12   0.92
   0.43   0.57
   0.59   0.40
   0.75   0.25
   0.84   0.15
   0.90   0.09
   0.84   0.15
   0.84   0.19
   0.90   0.11
   1.01   0.09
   0.82   0.15
   0.50   0.51
   0.12   0.89
   0.15   0.86
   0.05   0.88
   0.19   0.89
   0.26   0.71
   0.52   0.53
   0.16   0.83
   0.13   0.83
   0.56   0.32
   0.72   0.30
   0.92   0.06
   0.92   0.02
   0.94   0.07
   1.06   0.00
   1.05   0.05
   0.84   0.13
   0.40   0.65
   0.76   0.16
   0.73   0.29
   0.20   0.75
   0.04   1.06
   0.05   0.90
   0.03   1.03
   0.13   0.82
   0.62   0.38
   0.74   0.24
   0.91   0.13
   0.73   0.30
   0.74   0.25
   0.59   0.43
   0.93   0.06
   0.90   0.02
   1.01   0.10
   0.83   0.15
   0.63   0.33
   0.23   0.79
   0.25   0.69
   0.96   0.09
   0.93   0.10
   0.37   0.59
   0.07   0.94
   0.09   0.81
   0.01   1.01
   0.13   0.81
   0.70   0.28
   0.51   0.50
   0.59   0.43
   0.89   0.10
   0.82   0.14
   0.55   0.48
   0.69   0.32
   0.54   0.43
   0.53   0.45
   0.26   0.77
   0.12   0.92
   0.06   1.00
   0.54   0.39
   0.68   0.29
   0.96   0.04
   0.92   0.12
   0.61   0.45
   0.39   0.63
   0.08   0.91
   0.02   1.04
   0.05   0.94
   0.06   0.88
   0.36   0.60
   0.61   0.39
   0.58   0.35
   0.78   0.30
   0.76   0.24
   0.38   0.58
   0.10   0.90
   0.01   1.03
   0.00   0.95
   0.18   0.76
   0.57   0.47
   0.57   0.33
   0.98   0.06
   1.06   0.08
   0.67   0.35
   0.56   0.45
   0.44   0.64
   0.19   0.79
   0.04   1.06
   0.01   1.04
   0.10   0.86
   0.07   0.94
   0.08   0.89
   0.37   0.61
   0.79   0.24
   0.69   0.28
   0.34   0.65
   0.00   1.04
   0.06   0.86
   0.40   0.63
   0.86   0.10
   0.90   0.13
   0.92   0.11
   0.69   0.34
   0.25   0.74
   0.39   0.70
   0.80   0.25
   0.61   0.42
   0.22   0.78
   0.08   0.93
   0.08   0.92
   0.02   0.96
   0.14   0.87
   0.29   0.69
   0.37   0.56
   0.44   0.50
   0.06   0.85
   0.00   1.01
   0.04   0.98
   0.52   0.47
   0.73   0.22
   0.94   0.08
   0.77   0.21
   0.44   0.51
   0.03   0.99
   0.18   0.79
   0.92   0.08
   0.79   0.14
   0.48   0.52
   0.35   0.62
   0.05   0.96
   0.01   0.96
   0.09   0.89
   0.29   0.70
   0.09   0.86
   0.02   0.95
   0.00   0.94
   0.00   0.98
   0.01   1.11
   0.18   0.77
   0.23   0.87
   0.69   0.37
   0.46   0.52
   0.22   0.79
   0.09   0.89
   0.38   0.60
   0.91   0.07
   0.96   0.02
   0.84   0.18
   0.58   0.45
   0.14   0.73
   0.05   0.98
   0.26   0.74
   0.18   0.86
   0.00   0.94
   0.00   1.06
   0.00   0.93
   0.06   0.96
   0.05   0.96
   0.02   0.96
   0.62   0.43
   0.83   0.09
   0.82   0.21
   0.36   0.68
   0.53   0.54
   0.66   0.33
   0.98   0.03
   1.01   0.00
   0.99   0.00
   0.88   0.12
   0.33   0.62
   0.03   0.99
   0.13   0.87
   0.02   0.96
   0.00   0.95
   0.00   1.07
   0.00   0.96
   0.04   1.02
   0.13   0.79
   0.27   0.76
   0.91   0.09
   1.02   0.01
   0.90   0.11
   0.82   0.20
   0.93   0.05
   0.85   0.12
   1.06   0.01
   0.96   0.00
   1.06   0.00
   0.98   0.01
   0.71   0.26
   0.29   0.71
   0.13   0.88
   0.06   0.97
   0.03   0.88
   0.00   0.96
   0.02   0.98
   0.06   1.01
   0.43   0.56
   0.61   0.33
   0.99   0.01
   1.00   0.01
   0.99   0.01
   0.95   0.09
   0.98   0.05
   1.00   0.00
   0.96   0.00
   1.08   0.00
   0.96   0.00
   1.02   0.00
   0.99   0.02
   0.70   0.31
   0.42   0.58
   0.47   0.56
   0.46   0.48
   0.24   0.79
   0.21   0.79
   0.17   0.90
   0.68   0.29
   0.97   0.01
   1.02   0.00
   1.03   0.00
   0.93   0.03
   0.70   0.30
   0.74   0.23
   1.00   0.01
   1.02   0.00
   0.88   0.10
   0.85   0.14
   1.01   0.00
   0.87   0.09
   0.85   0.14
   0.97   0.07
   0.85   0.11
   1.01   0.05
   0.88   0.11
   0.56   0.42
   0.23   0.79
   0.54   0.49
   0.98   0.05
   1.05   0.03
   0.94   0.05
   0.80   0.25
   0.47   0.52
   0.38   0.57
   0.83   0.14
   0.98   0.01
   0.95   0.09
   1.00   0.02
   0.96   0.00
   1.00   0.00
   0.97   0.05
   0.99   0.01
   0.96   0.00
   1.00   0.00
   1.01   0.01
   0.57   0.40
   0.14   0.87
   0.37   0.65
   0.84   0.16
   0.82   0.15
   0.43   0.52
   0.52   0.50
   0.13   0.87
   0.05   0.97
   0.38   0.65
   0.74   0.17
   0.90   0.15
   0.86   0.09
   1.01   0.02
   1.02   0.00
   0.94   0.00
   1.00   0.00
   0.95   0.00
   0.97   0.00
   1.02   0.02
   0.71   0.34
   0.05   1.03
   0.09   0.92
   0.55   0.44
   0.52   0.49
   0.33   0.70
   0.38   0.71
   0.07   0.96
   0.00   1.03
   0.23   0.75
   0.66   0.30
   0.90   0.11
   0.73   0.27
   0.72   0.25
   1.04   0.02
   1.07   0.00
   0.94   0.00
   0.94   0.00
   0.96   0.03
   0.73   0.18
   0.33   0.68
   0.05   1.00
   0.23   0.72
   0.43   0.55
   0.24   0.73
   0.03   0.91
   0.02   0.87
   0.00   1.04
   0.00   1.09
   0.33   0.73
   0.60   0.35
   0.40   0.58
   0.52   0.50
   0.51   0.51
   0.82   0.23
   0.88   0.01
   1.04   0.00
   1.13   0.01
   0.78   0.19
   0.29   0.75
   0.03   0.90
   0.08   0.95
   0.04   0.98
   0.08   0.96
   0.00   1.06
   0.00   1.04
   0.03   0.96
   0.01   0.96
   0.00   1.04
   0.00   1.02
   0.00   0.92
   0.01   0.96
   0.05   0.93
   0.34   0.72
   0.63   0.27
   1.02   0.02
   0.93   0.01
   0.86   0.07
   0.45   0.57
   0.06   1.06
   0.00   1.12
   0.02   0.94
   0.03   0.96
   0.00   0.96
   0.00   1.07
   0.00   1.04
   0.04   0.97
   0.01   1.03
   0.01   1.00
   0.00   0.97
   0.00   1.02
   0.14   0.91
   0.70   0.35
   0.74   0.14
   0.50   0.42
   0.34   0.65
   0.56   0.42
   0.61   0.45
   0.61   0.44
   0.29   0.67
   0.01   1.04
   0.00   0.97
   0.01   1.02
   0.00   0.99
   0.21   0.80
   0.09   0.87
   0.17   0.81
   0.16   0.89
   0.03   1.01
   0.06   1.02
   0.00   1.05
   0.25   0.71
   0.75   0.20
   0.71   0.31
   0.31   0.78
   0.06   0.87
   0.04   1.02
   0.18   0.80
   0.90   0.07
   0.67   0.31
   0.21   0.79
   0.23   0.77
   0.29   0.67
   0.20   0.78
   0.93   0.10
   0.54   0.47
   0.44   0.56
   0.18   0.78
   0.05   1.01
   0.06   0.94
   0.00   1.04
   0.09   0.91
   0.34   0.69
   0.29   0.76
   0.06   0.98
   0.01   0.98
   0.01   0.98
   0.28   0.70
   0.90   0.08
   0.98   0.08
   0.82   0.14
   0.70   0.25
   0.79   0.19
   0.86   0.12
   0.83   0.17
   0.56   0.49
   0.34   0.62
   0.08   0.89
   0.01   1.02
   0.00   0.93
   0.00   1.07
   0.01   1.08
   0.32   0.68
   0.30   0.73
   0.23   0.75
   0.07   0.98
   0.18   0.91
   0.34   0.65
   0.84   0.15
   0.84   0.01
   0.87   0.01
   1.02   0.00
   0.93   0.02
   0.91   0.09
   0.39   0.74
   0.47   0.58
   0.46   0.53
   0.17   0.73
   0.03   0.92
   0.09   0.90
   0.05   0.98
   0.17   0.92
   0.57   0.44
   0.56   0.44
   0.72   0.27
   0.50   0.53
   0.50   0.50
   0.10   0.88
   0.30   0.61
   0.91   0.09
   1.02   0.00
   0.84   0.14
   0.59   0.50
   0.30   0.75
   0.12   0.91
   0.35   0.74
   0.73   0.27
   0.45   0.51
   0.26   0.65
   0.18   0.66
   0.00   1.07
   0.05   0.94
   0.38   0.61
   0.62   0.36
   0.79   0.18
   0.89   0.11
   0.47   0.54
   0.10   0.89
   0.14   0.98
   0.46   0.58
   0.71   0.26
   0.58   0.52
   0.16   0.85
   0.03   1.02
   0.16   0.83
   0.29   0.68
   0.71   0.28
   0.90   0.13
   0.51   0.39
   0.61   0.31
   0.24   0.79
   0.17   0.85
   0.23   0.76
   0.21   0.79
   0.50   0.53
   0.40   0.60
   0.15   0.82
   0.16   0.80
   0.32   0.78
   0.25   0.77
   0.38   0.62
   0.06   1.00
   0.04   0.93
   0.03   0.99
   0.21   0.80
   0.34   0.61
   0.79   0.18
   0.98   0.00
   0.78   0.22
   0.84   0.16
   0.79   0.17
   0.82   0.17
   0.24   0.75
   0.05   0.92
   0.09   0.82
   0.03   1.06
   0.01   0.97
   0.20   0.84
   0.36   0.66
   0.21   0.79
   0.11   0.87
   0.00   1.01
   0.02   0.96
   0.12   0.93
   0.77   0.32
   0.68   0.39
   0.83   0.22
   0.96   0.02
   0.42   0.44
   0.40   0.54
   0.95   0.10
   0.74   0.27
   0.30   0.64
   0.07   0.95
   0.13   0.96
   0.02   1.02
   0.03   1.02
   0.08   0.97
   0.18   0.82
   0.12   0.95
   0.01   1.05
   0.00   0.94
   0.01   0.95
   0.13   0.85
   0.67   0.42
   0.98   0.05
   0.95   0.06
   0.74   0.33
   0.18   0.82
   0.32   0.71
   0.92   0.06
   0.98   0.01
   0.90   0.08
   0.47   0.57
   0.14   0.82
   0.00   1.02
   0.11   0.94
   0.42   0.56
   0.11   0.86
   0.00   0.93
   0.00   1.00
   0.00   1.02
   0.02   1.02
   0.09   0.86
   0.38   0.67
   0.96   0.10
   0.78   0.18
   0.21   0.79
   0.03   0.98
   0.40   0.68
   0.99   0.05
   1.01   0.00
   0.82   0.16
   0.61   0.35
   0.06   0.90
   0.02   0.97
   0.02   1.05
   0.02   1.01
   0.01   1.00
   0.00   0.93
   0.00   1.06
   0.08   0.94
   0.17   0.81
   0.07   0.89
   0.32   0.67
   0.88   0.13
   0.66   0.40
   0.18   0.87
   0.12   0.91
   0.44   0.56
   0.94   0.04
   0.95   0.00
   0.92   0.05
   0.96   0.17
   0.15   0.80
   0.08   0.99
   0.12   0.92
   0.00   0.95
   0.00   0.98
   0.02   0.97
   0.09   0.96
   0.09   1.00
   0.05   0.86
   0.05   0.91
   0.43   0.59
   0.63   0.32
   0.73   0.26
   0.50   0.46
   0.68   0.26
   0.88   0.14
   1.05   0.00
   0.99   0.00
   1.00   0.00
   1.02   0.01
   0.63   0.33
   0.26   0.78
   0.10   0.83
   0.02   1.05
   0.01   0.91
   0.08   0.93
   0.14   0.92
   0.10   0.98
   0.40   0.65
   0.30   0.65
   1.03   0.05
   0.91   0.08
   0.91   0.06
   1.02   0.04
   0.95   0.09
   1.05   0.00
   0.95   0.00
   1.01   0.01
   0.95   0.02
   1.11   0.00
   0.96   0.07
   0.56   0.32
   0.20   0.84
   0.09   0.95
   0.31   0.62
   0.65   0.32
   0.53   0.36
   0.25   0.73
   0.68   0.31
   0.81   0.07
   1.03   0.00
   0.97   0.00
   0.99   0.00
   0.97   0.03
   0.83   0.14
   1.05   0.07
